3	11	5.97596	3.20286	1.90063	0.875269	
3	12	6.76029	3.22294	5.72534	2.32563	
3	13	7.44396	3.74001	2.77029	2.36553	
3	14	4.75802	2.15776	5.63116	1.35896	
3	15	6.49463	4.2946	1.42637	2.20146	
3	16	6.65382	2.77307	1.6183	1.31208	
3	17	5.11749	2.69668	6.42772	1.42275	
3	18	6.68601	2.27488	3.90589	1.00989	
3	19	6.08846	3.904	4.00456	1.01765	
4	0	6.77731	3.27712	4.57695	1.04841	
4	1	4.3212	3.69885	1.59364	1.59531	
4	2	7.2	3	5.8	1.6	
4	3	5.66835	3.88481	4.26149	0.957007	
4	4	7.74048	3.51399	2.04179	0.998169	
4	5	4.77384	3.78381	6.61497	1.56873	
4	6	4.4002	2.7916	1.32986	1.63406	
4	7	4.77384	4.03291	6.0993	1.53247	
4	8	6.89783	4.04946	1.08661	0.403516	
4	9	6.84839	3.4811	2.2836	0.258276	
4	10	4.90809	3.4978	3.01174	0.866553	
4	11	5.62319	3.58635	5.73397	2.03645	
4	12	6.3	3.35127	5.79492	2.44873	
4	13	4.8213	3.51238	3.37419	0.708862	
4	14	4.79153	4.05239	1.39036	1.12671	
4	15	6.364	2.72546	4.2334	0.641333	
4	16	5.42083	2.2655	5.76728	0.423291	
4	17	5.32327	3.89141	6.2817	1.99507	
4	18	6.97759	3.47649	3.13058	2.15591	
4	19	5.12255	4.07253	2.35364	0.698901	
5	0	6.2526	4.36353	1.31743	0.29541	
5	1	6.18877	3.02429	1.55853	0.721094	
5	2	7.50944	2.55862	1.86462	0.40022	
5	3	7.6538	2.19226	1.27782	0.240918	
5	4	5.51102	4.19521	3.35168	1.13865	
5	5	7.70609	4.00918	4.15184	2.12097	
5	6	6.79664	2.95442	2.52902	0.1104	
5	7	6.19207	4.29146	3.35222	0.678613	
5	8	6.21237	2.70022	4.99098	1.7088	
5	9	5.86775	4.13647	1.04231	2.35828	
5	10	6.46552	3.88672	4.40229	0.441821	
5	11	5.10035	2.91919	1.02521	1.10298	
5	12	4.59608	3.58379	6.04492	0.25564	
5	13	7.21973	3.58892	5.07966	2.02642	
5	14	6.20844	3.64546	1.84229	1.75476	
5	15	6.92035	3.8665	1.18329	2.18477	
5	16	6.6202	3.6957	1.50415	1.42473	
5	17	7.71235	2.14106	2.62228	0.448413	
5	18	7.8343	3.48792	2.72419	2.31389	
5	19	5.62308	3.66685	2.2899	0.474194	
6	0	5.16594	3.25142	6.32329	0.355396	
6	1	7.54943	3.06011	1.47264	1.97698	
6	2	4.91842	4.33848	5.57751	2.18887	
6	3	5.05828	3.09585	1.02215	1.90146	
6	4	4.71056	2.97126	2.83565	2.4822	
6	5	4.43887	2.60498	2.11669	0.694434	
6	6	4.85261	3.48872	6.22354	2.35374	
6	7	5.00433	3.87112	4.80868	1.67617	
6	8	7.67484	2.84955	6.58035	2.16922	
6	9	4.84272	3.52717	4.36016	1.11287	
6	10	7.69478	3.29734	4.41346	1.38745	
6	11	5.21901	2.95266	3.06648	0.187891	
6	12	7.16282	2.47161	1.41466	1.03457	
6	13	6.42662	2.17021	2.16621	0.474121	
6	14	6.23811	3.29674	4.56317	1.56416	
6	15	5.88862	3.64268	3.33944	2.10566	
6	16	6.4319	2.479	6.60165	2.20234	
6	17	5.7101	4.36982	2.09329	2.24966	
6	18	6.09498	2.90048	4.56376	1.36701	
6	19	4.47864	2.68533	2.53514	1.0783	
7	0	7.52306	3.70442	5.2977	2.25046	
7	1	5.7168	2.95376	6.33265	0.840625	
7	2	5.69713	3.36934	3.08592	1.86082	
7	3	6.98319	3.76726	5.36252	0.434351	
7	4	5.02059	2.6542	5.01448	2.28665	
7	5	5.62418	3.24233	1.64531	2.27778	
7	6	5.03103	3.24307	4.86341	1.15242	
7	7	6.77544	2.21702	1.4694	0.28186	
7	8	4.40009	2.85217	2.8126	1.77344	
7	9	4.81361	2.94761	1.40026	1.72173	
7	10	6.90969	2.47688	5.0946	1.57766	
7	11	6.65756	3.30554	1.57995	1.40884	
7	12	4.47864	4.33892	3.73772	2.42786	
7	13	6.77601	2.99517	4.84969	1.52236	
7	14	5.63956	2.93267	1.29475	2.04341	
7	15	4.9104	2.14597	2.83223	1.98269	
7	16	5.06487	2.77256	3.85943	0.121973	
7	17	5.97223	3.05364	4.89608	1.8	
7	18	5.74382	2.8395	5.97146	2.3615	
7	19	6.54385	4.39341	1.31545	1.45081	
8	0	7.40869	2.9282	2.80774	0.782104	
8	1	4.39613	3.47012	3.30793	0.144678	
8	2	4.41173	3.09365	6.06167	2.34817	
8	3	5.74679	3.74543	4.60828	2.04004	
8	4	7.45143	3.39819	4.51051	0.289624	
8	5	7	3.2	4.7	1.4	
8	6	6.34906	3.9585	4.9691	0.924561	
8	7	4.3368	2.64153	3.01516	0.657007	
8	8	7.07559	2.89216	6.13207	0.380444	
8	9	6.912	3.50938	6.27413	0.539233	
8	10	6.22799	4.16475	5.60235	2.41643	
8	11	5.01049	4.16365	5.70462	2.38809	
8	12	7.35563	4.13677	4.70929	0.545093	
8	13	6.52089	2.63596	2.47878	1.85723	
8	14	7.13711	2.41023	5.21182	1.25422	
8	15	4.59333	3.93564	6.04637	0.399121	
8	16	5.40687	3.37593	3.79047	1.92886	
8	17	4.99071	3.74661	6.87047	0.136841	
8	18	6.63141	3.65989	2.02739	0.273071	
8	19	5.28987	3.62385	5.9495	1.43594	
9	0	5.63638	3.87075	2.37183	1.63171	
9	1	5.13397	2.49102	6.72895	0.776172	
9	2	4.8524	3.12536	1.51182	0.180364	
9	3	4.33329	2.83657	4.79877	0.923755	
9	4	5.79238	2.99961	1.53494	1.4084	
9	5	6.79889	3.04944	5.15056	2.3	
9	6	6.22766	3.36802	1.31852	1.21782	
9	7	5.23593	3.02429	6.09354	1.26777	
9	8	4.61476	3.35791	5.18535	1.96826	
9	9	7.41111	4.04126	2.7287	2.17444	
9	10	6.62163	3.79238	5.88882	1.93743	
9	11	7.43879	4.17991	6.38379	1.35266	
9	12	5.88456	2.25833	3.08862	2.07527	
9	13	5.83973	2.40759	1.00504	1.67786	
9	14	7.0847	2.15293	1.5299	1.02556	
9	15	6.76193	3.93821	1.90909	0.442847	
9	16	4.47446	2.83071	1.10947	2.44814	
9	17	6.63141	2.12876	6.39333	1.62988	
9	18	5.85413	2.05054	2.43125	1.04065	
9	19	6.65437	3.87646	1.13468	2.08245	
10	0	4.79834	3.52219	4.24727	2.4603	
10	1	5.96827	2.51548	2.77407	1.97712	
10	2	5.53311	3.15342	4.58721	0.346021	
10	3	7.84386	3.81392	1.89019	1.19534	
10	4	6.86179	4.39692	5.57534	1.63992	
10	5	6.53627	4.27058	5.06003	0.795508	
10	6	6.3417	2.6969	4.23448	1.80962	
10	7	5.18715	3.31199	3.90643	2.38486	
10	8	6.71128	3.83633	4.67778	1.16978	
10	9	7.17545	3.78923	6.83446	0.591089	
10	10	6.56604	4.1835	4.48854	2.30408	
10	11	6.11989	3.17451	3.65327	2.23435	
10	12	7.68533	2.43901	2.48652	0.587207	
10	13	6.92969	4.25864	4.68786	0.199243	
10	14	6.24963	2.24963	4.45037	1.40073	
10	15	5.90675	2.14729	6.87641	0.406592	
10	16	6.46321	2.12085	2.01946	1.68452	
10	17	5.55004	2.85234	4.47455	1.37779	
10	18	5.83896	2.53188	5.00313	0.499463	
10	19	6.0911	3.21831	5.73595	1.14414	
11	0	4.31626	2.81475	3.21772	0.408569	
11	1	7.24833	2.98105	6.0713	1.89846	
11	2	6.66586	3.07251	5.29661	2.04795	
11	3	7.74542	3.11797	3.14318	0.369238	
11	4	7.55668	3.97087	3.68316	0.360815	
11	5	7.4299	3.82725	1.23083	1.09998	
11	6	7.66995	2.1626	1.97265	0.607056	
11	7	4.72089	3.41863	1.69825	1.58381	
11	8	6.30358	3.29642	5.34821	2.3	
11	9	6.71095	2.71638	5.77214	1.00762	
11	10	7.89088	3.85398	2.206	0.509351	
11	11	5.69768	2.43491	4.42768	0.569482	
11	12	7.75641	2.45659	3.25211	0.829565	
11	13	4.73495	2.47556	1.27278	1.95076	
11	14	7.03966	4.11443	1.01044	1.17666	
11	15	5.8349	3.92363	3.72187	1.28762	
11	16	6.99769	2.57239	4.30038	0.322583	
11	17	7.61919	4.14512	6.05627	0.243115	
11	18	6.06715	3.51685	5.40844	1.9145	
11	19	5.22065	4.18372	5.67257	0.579077	
12	0	6.29017	2.12297	4.08072	1.99683	
12	1	6.83488	2.05771	5.31715	1.42803	
12	2	7.59106	4.10125	5.70174	0.833008	
12	3	5.72174	3.15649	1.31023	1.66467	
12	4	4.30308	3.84453	5.46137	0.627344	
12	5	4.85712	2.13806	4.9565	0.178442	
12	6	5.54508	3.67483	5.70894	1.147	
12	7	7.83408	3.52527	2.7422	1.2447	
12	8	7.44758	2.19028	1.5958	0.443726	
12	9	4.81482	4.20312	2.82142	0.997144	
12	10	7.22972	2.11191	5.80365	0.675977	
12	11	7.53229	2.6156	2.58915	0.599219	
12	12	5.12573	4.03071	6.16142	2.2304	
12	13	7.34113	3.46221	1.24127	0.516455	
12	14	4.99908	2.29755	3.27761	1.02464	
12	15	7.51998	3.49524	4.22332	2.28796	
12	16	6.1813	3.75349	6.89586	2.42632	
12	17	7.42264	4.01643	1.86534	0.998535	
12	18	5.32371	2.4103	6.74497	1.8803	
12	19	6.8797	2.07412	4.80562	2.05044	
13	0	6.94924	3.96355	1.73534	1.82529	
13	1	5.65022	3.55955	6.40089	2.23516	
13	2	4.4158	3.85632	3.64823	0.118164	
13	3	5.12299	3.0043	1.92386	2.30562	
13	4	6.10604	2.58286	5.45129	2.27559	
13	5	5.06849	2.07705	5.54978	0.647778	
13	6	6.30369	3.93528	6.02674	0.89585	
13	7	6.24008	4.38022	6.12901	1.65244	
13	8	5.1198	3.95066	3.18909	0.980518	
13	9	4.4259	3.34707	3.34736	0.387476	
13	10	5.46971	4.15757	2.18871	2.35637	
13	11	4.75022	4.03833	6.27413	1.16934	
13	12	5.09958	3.52336	4.30435	1.59766	
13	13	5.82512	2.03955	6.09822	0.435083	
13	14	5.26262	2.70071	5.02168	1.44744	
13	15	7.75168	3.4573	5.65043	1.11448	
13	16	7.24609	3.77466	1.80106	1.33962	
13	17	4.37229	2.01677	5.41492	0.90127	
13	18	7.54756	3.1094	5.53051	0.221216	
13	19	6.57142	2.05801	5.02618	2.42573	
14	0	6.10154	3.69526	2.56899	2.07358	
14	1	6.62778	3.43328	2.5553	2.1261	
14	2	5.95619	3.79553	3.0744	0.13479	
14	3	6.01552	3.50352	3.38283	1.02065	
14	4	4.39943	2.69316	4.52131	2.22124	
14	5	5.85577	4.23564	3.25949	1.37947	
14	6	4.33625	4.33811	6.10452	1.14978	
14	7	6.56498	2.94685	4.45508	1.38457	
14	8	6.31456	2.0936	3.23141	0.659277	
14	9	7.67434	4.06279	6.68808	1.56111	
14	10	6.40223	2.18347	3.40138	0.832715	
14	11	6.09484	2.19211	6.16106	0.830225	
14	12	7.11338	4.23887	4.47162	0.618921	
14	13	5.30547	3.34568	6.1589	0.700146	
14	14	5.38501	3.74507	6.11281	0.65459	
14	15	4.98654	3.07227	6.25289	1.47834	
14	16	4.4036	4.3885	1.34948	1.58601	
14	17	5.22494	2.40759	1.6851	0.655542	
14	18	5.6704	4.19244	1.36063	0.263622	
14	19	5.52039	2.54585	3.79325	1.18478	
15	0	5.78414	4.21924	4.54616	0.801147	
15	1	6.01266	2.96394	6.61263	1.41602	
15	2	7.30564	3.90657	5.72965	1.5228	
15	3	7.4322	2.76333	6.54097	0.742993	
15	4	7.69587	3.725	1.75298	1.95969	
15	5	6.00233	2.42217	1.15737	0.199902	
15	6	5.30843	3.82171	1.57809	0.277844	
15	7	5.06597	3.96443	5.70336	1.97112	
15	8	6.43278	2.86556	5.66556	2.16659	
15	9	7.33157	2.58228	3.94262	0.155225	
15	10	4.57257	2.07412	3.10159	1.81672	
15	11	5.77524	2.43301	2.75768	0.537036	
15	12	6.98154	2.32336	1.34354	1.36145	
15	13	5.59188	3.93608	1.937	2.25962	
15	14	4.7745	2.07017	2.07042	2.06333	
15	15	5.19714	3.36963	3.04667	1.3958	
15	16	6.69359	4.08975	6.50172	2.3686	
15	17	4.6787	2.36775	4.29192	2.02056	
15	18	7.5224	2.17402	6.14648	2.07373	
15	19	5.69779	3.31704	4.96442	1.18223	
16	0	5.31294	4.27864	6.79449	1.84727	
16	1	6.44124	2.65369	1.77855	0.575049	
16	2	6.46178	3.1696	3.09637	0.651807	
16	3	6.02233	3.66025	6.59391	1.71067	
16	4	7.83716	2.57004	4.02994	0.665942	
16	5	7.53284	3.16243	2.92603	1.38994	
16	6	6.35477	2.80764	3.05405	0.506128	
16	7	5.34458	2.52625	6.44446	1.87517	
16	8	7.20511	3.56101	5.05139	0.748193	
16	9	7.06064	2.15461	5.25827	2.16169	
16	10	5.52959	2.10649	3.85727	0.149878	
16	11	7.3174	3.4844	4.18929	1.54968	
16	12	6.34719	3.86563	4.77609	1.77212	
16	13	7.03571	4.08315	1.93214	1.11638	
16	14	7.13118	2.05142	3.58629	0.201147	
16	15	6.12263	2.64622	1.40278	0.687622	
16	16	7.83529	3.21545	4.6315	0.270435	
16	17	5.62297	4.29321	6.07427	0.909912	
16	18	5.17078	2.69485	1.30069	2.48242	
16	19	4.92084	2.16538	2.29873	0.822168	
17	0	7.1326	3.55903	1.49371	0.730615	
17	1	4.79131	2.52207	4.31911	0.527808	
17	2	6.57615	2.25657	3.67686	1.92117	
17	3	5.50168	2.13777	2.66676	1.76626	
17	4	7.44363	3.36216	6.12397	0.294897	
17	5	7.16337	4.39912	4.74638	1.58521	
17	6	6.44113	3.42346	2.14604	2.44924	
17	7	5.13342	2.10151	2.41036	0.712305	
17	8	5.76448	3.90781	2.60752	2.26006	
17	9	5.14655	3.46884	1.48372	0.286976	
17	10	6.47639	2.84954	3.1313	1.70342	
17	11	7.81365	2.53672	6.28494	0.93269	
17	12	7.73257	3.59624	2.18979	0.777637	
17	13	5.57958	3.27676	2.71681	0.62793	
17	14	4.65859	2.25613	5.18499	2.12507	
17	15	6.71864	3.96589	1.03403	1.2792	
17	16	6.47661	4.24473	2.71465	1.55393	
17	17	6.98879	4.09714	6.38199	2.09219	
17	18	6.48123	2.73169	5.62684	0.460278	
17	19	6.25337	3.65366	3.32827	2.48359	
18	0	4.66694	2.98782	1.16187	1.74978	
18	1	5.23197	2.40562	2.34896	0.553589	
18	2	7.40386	3.83186	1.28088	1.25972	
18	3	4.50215	4.30691	1.50145	1.4571	
18	4	7.76509	3.37732	6.18393	1.08086	
18	5	5.74107	2.69334	5.04107	2.0321	
18	6	7.70258	2.67947	1.01314	1.57898	
18	7	4.47798	3.57449	3.48942	2.39072	
18	8	6.47419	2.48208	3.44477	0.91731	
18	9	6.54319	3.94011	1.02863	0.352612	
18	10	5.71987	2.66445	2.86896	2.07812	
18	11	7.37255	2.74766	2.16621	1.4552	
18	12	5.9886	4.38821	3.55604	0.984326	
18	13	5.80754	2.92366	4.42444	2.20652	
18	14	5.51465	2.94409	6.61101	1.3219	
18	15	5.80688	3.45986	5.58273	0.300757	
18	16	4.5	2.3	1.3	0.3	
18	17	5.99849	3.50989	2.96331	0.290356	
18	18	6.51221	2.34277	2.65613	2.07988	
18	19	5.8806	4.38652	2.30359	0.357593	
19	0	6.16833	2.63501	1.04339	1.48296	
19	1	7.07394	2.25803	6.71815	0.986597	
19	2	7.55426	3.25208	2.31367	0.82627	
19	3	6.02244	2.74546	3.44495	1.9353	
19	4	7.3297	2.93384	3.52201	1.83796	
19	5	6.94562	2.21936	1.48218	1.90732	
19	6	7.34904	3.53069	3.12175	1.24001	
19	7	4.63981	2.99668	2.11129	0.923462	
19	8	7.5881	2.55034	2.83079	0.470239	
19	9	5.52948	2.43748	2.60644	0.594238	
19	10	4.92084	2.80464	1.38604	1.30454	
19	11	7.76915	3.94216	3.63401	2.29111	
19	12	4.94534	3.15657	3.78525	1.77812	
19	13	5.19495	4.24802	2.63687	0.818872	
19	14	7.26071	3.96707	4.71631	2.00811	
19	15	4.32593	2.62629	2.70817	2.38706	
19	16	7.39397	3.24182	5.17419	0.714795	
19	17	7.61567	3.17898	1.55186	2.0823	
19	18	4.57609	2.6783	3.26472	1.6438	
19	19	6.15427	3.03564	1.83023	2.43987	
